batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
David Willey,c Rabada b Ngidi,12,12,24,1,1,100.0,England,20th-Match,1384411
Adil Rashid,c Hendricks b Coetzee,10,14,14,1,0,71.42,England,20th-Match,1384411
Gus Atkinson,b Maharaj,35,21,31,7,0,166.66,England,20th-Match,1384411
Mark Wood,not out,43,17,25,2,5,252.94,England,20th-Match,1384411
Reece Topley,absent hurt,0,0,0,0,0,0.0,England,20th-Match,1384411
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Vikramjit Singh,lbw b Rajitha,4,13,17,1,0,30.76,Netherlands,19th-Match,1384410
Max O'Dowd,b Rajitha,16,27,50,1,1,59.25,Netherlands,19th-Match,1384410
Colin Ackermann,c Mendis b Rajitha,29,31,42,5,0,93.54,Netherlands,19th-Match,1384410
Bas de Leede,c Perera b Madushanka,6,21,33,0,0,28.57,Netherlands,19th-Match,1384410
Teja Nidamanuru,lbw b Madushanka,9,16,32,0,0,56.25,Netherlands,19th-Match,1384410
Scott Edwards,b Theekshana,16,16,22,0,0,100.0,Netherlands,19th-Match,1384410
Sybrand Engelbrecht,b Madushanka,70,82,100,4,1,85.36,Netherlands,19th-Match,1384410
Logan van Beek,c Asalanka b Rajitha,59,75,108,1,1,78.66,Netherlands,19th-Match,1384410
Roelof van der Merwe,c Mendis b Madushanka,7,7,12,0,0,100.0,Netherlands,19th-Match,1384410
Aryan Dutt,not out,9,6,14,1,0,150.0,Netherlands,19th-Match,1384410
Paul van Meekeren,run out (Mendis/Madushanka),4,5,6,0,0,80.0,Netherlands,19th-Match,1384410
Pathum Nissanka,c Edwards b van Meekeren,54,52,69,9,0,103.84,Sri Lanka,19th-Match,1384410
Kusal Perera,c de Leede b Dutt,5,8,17,1,0,62.5,Sri Lanka,19th-Match,1384410
Kusal Mendis,c van Meekeren b Dutt,11,17,22,2,0,64.7,Sri Lanka,19th-Match,1384410
Sadeera Samarawickrama,not out,91,107,168,7,0,85.04,Sri Lanka,19th-Match,1384410
Charith Asalanka,b Dutt,44,66,70,2,1,66.66,Sri Lanka,19th-Match,1384410
Dhananjaya de Silva,b Ackermann,30,37,57,1,2,81.08,Sri Lanka,19th-Match,1384410
Dushan Hemantha,not out,4,3,7,1,0,133.33,Sri Lanka,19th-Match,1384410
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
David Warner,c sub (Shadab Khan) b Haris Rauf,163,124,180,14,9,131.45,Australia,18th-Match,1384409
Mitchell Marsh,c Usama Mir b Shaheen Shah Afridi,121,108,139,10,9,112.03,Australia,18th-Match,1384409
Glenn Maxwell,c Babar Azam b Shaheen Shah Afridi,0,1,1,0,0,0.0,Australia,18th-Match,1384409
Steven Smith,c & b Usama Mir,7,9,17,0,0,77.77,Australia,18th-Match,1384409
Marcus Stoinis,lbw b Shaheen Shah Afridi,21,24,46,1,1,87.5,Australia,18th-Match,1384409
Josh Inglis,c Mohammad Rizwan b Haris Rauf,13,9,10,3,0,144.44,Australia,18th-Match,1384409
Marnus Labuschagne,c sub (Shadab Khan) b Haris Rauf,8,12,23,1,0,66.66,Australia,18th-Match,1384409
Pat Cummins,not out,6,8,17,0,0,75.0,Australia,18th-Match,1384409
Mitchell Starc,c Saud Shakeel b Shaheen Shah Afridi,2,3,3,0,0,66.66,Australia,18th-Match,1384409
Josh Hazlewood,c Mohammad Rizwan b Shaheen Shah Afridi,0,1,1,0,0,0.0,Australia,18th-Match,1384409
Adam Zampa,not out,1,1,4,0,0,100.0,Australia,18th-Match,1384409
Abdullah Shafique,c Maxwell b Stoinis,64,61,93,7,2,104.91,Pakistan,18th-Match,1384409
Imam-ul-Haq,c Starc b Stoinis,70,71,107,10,0,98.59,Pakistan,18th-Match,1384409
Babar Azam,c Cummins b Zampa,18,14,27,3,0,128.57,Pakistan,18th-Match,1384409
Mohammad Rizwan,lbw b Zampa,46,40,84,5,0,115.0,Pakistan,18th-Match,1384409
Saud Shakeel,c Stoinis b Cummins,30,31,37,5,0,96.77,Pakistan,18th-Match,1384409
Iftikhar Ahmed,lbw b Zampa,26,20,22,0,3,130.0,Pakistan,18th-Match,1384409
Mohammad Nawaz,st Inglis b Zampa,14,16,19,0,1,87.5,Pakistan,18th-Match,1384409
Usama Mir,c Starc b Hazlewood,0,3,4,0,0,0.0,Pakistan,18th-Match,1384409
Shaheen Shah Afridi,c Labuschagne b Cummins,10,8,17,2,0,125.0,Pakistan,18th-Match,1384409
Hasan Ali,c Inglis b Starc,8,8,7,2,0,100.0,Pakistan,18th-Match,1384409
Haris Rauf,not out,0,1,3,0,0,0.0,Pakistan,18th-Match,1384409
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Tanzid Hasan,lbw b Kuldeep Yadav,51,43,75,5,3,118.6,Bangladesh,17th-Match,1384408
Litton Das,c Shubman Gill b Jadeja,66,82,124,7,0,80.48,Bangladesh,17th-Match,1384408
Najmul Hossain Shanto,lbw b Jadeja,8,17,18,0,0,47.05,Bangladesh,17th-Match,1384408
Mehidy Hasan Miraz,c Rahul b Mohammed Siraj,3,13,15,0,0,23.07,Bangladesh,17th-Match,1384408
Towhid Hridoy,c Shubman Gill b Thakur,16,35,54,0,0,45.71,Bangladesh,17th-Match,1384408
Mushfiqur Rahim,c Jadeja b Bumrah,38,46,60,1,1,82.6,Bangladesh,17th-Match,1384408
Mahmudullah,b Bumrah,46,36,60,3,3,127.77,Bangladesh,17th-Match,1384408
Nasum Ahmed,c Rahul b Mohammed Siraj,14,18,21,2,0,77.77,Bangladesh,17th-Match,1384408
Mustafizur Rahman,not out,1,7,19,0,0,14.28,Bangladesh,17th-Match,1384408
Shoriful Islam,not out,7,3,2,0,1,233.33,Bangladesh,17th-Match,1384408
Rohit Sharma,c Towhid Hridoy b Hasan Mahmud,48,40,51,7,2,120.0,India,17th-Match,1384408
Shubman Gill,c Mahmudullah b Mehidy Hasan Miraz,53,55,80,5,2,96.36,India,17th-Match,1384408
Virat Kohli,not out,103,97,113,6,4,106.18,India,17th-Match,1384408
Shreyas Iyer,c Mahmudullah b Mehidy Hasan Miraz,19,25,38,2,0,76.0,India,17th-Match,1384408
KL Rahul,not out,34,34,44,3,1,100.0,India,17th-Match,1384408
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Devon Conway,lbw b Mujeeb Ur Rahman,20,18,27,3,0,111.11,New Zealand,16th-Match,1384407
Will Young,c Ikram Alikhil b Azmatullah Omarzai,54,64,98,4,3,84.37,New Zealand,16th-Match,1384407
Rachin Ravindra,b Azmatullah Omarzai,32,41,64,2,1,78.04,New Zealand,16th-Match,1384407
Daryl Mitchell,c Ibrahim Zadran b Rashid Khan,1,7,6,0,0,14.28,New Zealand,16th-Match,1384407
Tom Latham,b Naveen-ul-Haq,68,74,114,3,2,91.89,New Zealand,16th-Match,1384407
Glenn Phillips,c Rashid Khan b Naveen-ul-Haq,71,80,109,4,4,88.75,New Zealand,16th-Match,1384407
Mark Chapman,not out,25,12,15,2,1,208.33,New Zealand,16th-Match,1384407
Mitchell Santner,not out,7,5,13,1,0,140.0,New Zealand,16th-Match,1384407
Rahmanullah Gurbaz,b Henry,11,21,24,0,1,52.38,Afghanistan,16th-Match,1384407
Ibrahim Zadran,c Santner b Boult,14,15,27,2,0,93.33,Afghanistan,16th-Match,1384407
Rahmat Shah,c & b Ravindra,36,62,86,1,0,58.06,Afghanistan,16th-Match,1384407
Hashmatullah Shahidi,c Santner b Ferguson,8,29,30,1,0,27.58,Afghanistan,16th-Match,1384407
Azmatullah Omarzai,c Latham b Boult,27,32,39,2,0,84.37,Afghanistan,16th-Match,1384407
Ikram Alikhil,not out,19,21,42,3,0,90.47,Afghanistan,16th-Match,1384407
Mohammad Nabi,b Santner,7,9,10,1,0,77.77,Afghanistan,16th-Match,1384407
Rashid Khan,c Mitchell b Ferguson,8,13,10,0,1,61.53,Afghanistan,16th-Match,1384407
Mujeeb Ur Rahman,c Young b Ferguson,4,3,2,1,0,133.33,Afghanistan,16th-Match,1384407
Naveen-ul-Haq,c Chapman b Santner,0,1,1,0,0,0.0,Afghanistan,16th-Match,1384407
Fazalhaq Farooqi,c Mitchell b Santner,0,2,1,0,0,0.0,Afghanistan,16th-Match,1384407
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Vikramjit Singh,c Klaasen b Rabada,2,16,28,0,0,12.5,Netherlands,15th-Match,1384406
Max O'Dowd,c de Kock b Jansen,18,25,33,4,0,72.0,Netherlands,15th-Match,1384406
Colin Ackermann,b Coetzee,12,25,40,1,0,48.0,Netherlands,15th-Match,1384406
Bas de Leede,lbw b Rabada,2,7,16,0,0,28.57,Netherlands,15th-Match,1384406
Sybrand Engelbrecht,c Jansen b Ngidi,19,37,41,1,1,51.35,Netherlands,15th-Match,1384406
Teja Nidamanuru,lbw b Jansen,20,25,56,3,0,80.0,Netherlands,15th-Match,1384406
Scott Edwards,not out,78,69,102,10,1,113.04,Netherlands,15th-Match,1384406
Logan van Beek,st de Kock b Maharaj,10,27,22,1,0,37.03,Netherlands,15th-Match,1384406
Roelof van der Merwe,c de Kock b Ngidi,29,19,30,3,1,152.63,Netherlands,15th-Match,1384406
Aryan Dutt,not out,23,9,14,0,3,255.55,Netherlands,15th-Match,1384406
Temba Bavuma,b van der Merwe,16,31,35,2,1,51.61,South Africa,15th-Match,1384406
Quinton de Kock,c Edwards b Ackermann,20,22,28,3,0,90.9,South Africa,15th-Match,1384406
Rassie van der Dussen,c Dutt b van der Merwe,4,7,16,0,0,57.14,South Africa,15th-Match,1384406
Aiden Markram,b van Meekeren,1,3,4,0,0,33.33,South Africa,15th-Match,1384406
Heinrich Klaasen,c Vikramjit Singh b van Beek,28,28,36,4,0,100.0,South Africa,15th-Match,1384406
David Miller,b van Beek,43,52,81,4,1,82.69,South Africa,15th-Match,1384406
Marco Jansen,b van Meekeren,9,25,22,0,0,36.0,South Africa,15th-Match,1384406
Gerald Coetzee,c Edwards b de Leede,22,23,33,2,1,95.65,South Africa,15th-Match,1384406
Keshav Maharaj,c Edwards b van Beek,40,37,54,5,1,108.1,South Africa,15th-Match,1384406
Kagiso Rabada,c Engelbrecht b de Leede,9,6,9,0,1,150.0,South Africa,15th-Match,1384406
Lungi Ngidi,not out,7,24,35,0,0,29.16,South Africa,15th-Match,1384406
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Pathum Nissanka,c Warner b Cummins,61,67,103,8,0,91.04,Sri Lanka,14th-Match,1384405
Kusal Perera,b Cummins,78,82,123,12,0,95.12,Sri Lanka,14th-Match,1384405
Kusal Mendis,c Warner b Zampa,9,13,27,0,0,69.23,Sri Lanka,14th-Match,1384405
Sadeera Samarawickrama,lbw b Zampa,8,8,15,1,0,100.0,Sri Lanka,14th-Match,1384405
Charith Asalanka,c Labuschagne b Maxwell,25,39,75,0,1,64.1,Sri Lanka,14th-Match,1384405
Dhananjaya de Silva,b Starc,7,13,13,1,0,53.84,Sri Lanka,14th-Match,1384405
Dunith Wellalage,run out (Cummins),2,9,9,0,0,22.22,Sri Lanka,14th-Match,1384405
Chamika Karunaratne,lbw b Zampa,2,11,12,0,0,18.18,Sri Lanka,14th-Match,1384405
Maheesh Theekshana,lbw b Zampa,0,5,7,0,0,0.0,Sri Lanka,14th-Match,1384405
Lahiru Kumara,b Starc,4,8,6,1,0,50.0,Sri Lanka,14th-Match,1384405
Dilshan Madushanka,not out,0,6,12,0,0,0.0,Sri Lanka,14th-Match,1384405
Mitchell Marsh,run out (Karunaratne/Mendis),52,51,67,9,0,101.96,Australia,14th-Match,1384405
David Warner,lbw b Madushanka,11,6,16,0,1,183.33,Australia,14th-Match,1384405
Steven Smith,lbw b Madushanka,0,5,4,0,0,0.0,Australia,14th-Match,1384405
Marnus Labuschagne,c Karunaratne b Madushanka,40,60,100,2,0,66.66,Australia,14th-Match,1384405
Josh Inglis,c Theekshana b Wellalage,58,59,75,5,1,98.3,Australia,14th-Match,1384405
Glenn Maxwell,not out,31,21,30,4,2,147.61,Australia,14th-Match,1384405
Marcus Stoinis,not out,20,10,10,2,1,200.0,Australia,14th-Match,1384405
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Rahmanullah Gurbaz,run out (sub [DJ Willey]/Buttler),80,57,87,8,4,140.35,Afghanistan,13th-Match,1384404
Ibrahim Zadran,c Root b Rashid,28,48,73,3,0,58.33,Afghanistan,13th-Match,1384404
Rahmat Shah,st Buttler b Rashid,3,8,10,0,0,37.5,Afghanistan,13th-Match,1384404
Hashmatullah Shahidi,b Root,14,36,46,0,0,38.88,Afghanistan,13th-Match,1384404
Azmatullah Omarzai,c Woakes b Livingstone,19,24,25,1,1,79.16,Afghanistan,13th-Match,1384404
Ikram Alikhil,c Curran b Topley,58,66,92,3,2,87.87,Afghanistan,13th-Match,1384404
Mohammad Nabi,c Root b Wood,9,15,14,1,0,60.0,Afghanistan,13th-Match,1384404
Rashid Khan,c Root b Rashid,23,22,37,3,0,104.54,Afghanistan,13th-Match,1384404
Mujeeb Ur Rahman,c Root b Wood,28,16,22,3,1,175.0,Afghanistan,13th-Match,1384404
Naveen-ul-Haq,run out (Buttler),5,6,9,1,0,83.33,Afghanistan,13th-Match,1384404
Fazalhaq Farooqi,not out,2,4,7,0,0,50.0,Afghanistan,13th-Match,1384404
Jonny Bairstow,lbw b Fazalhaq Farooqi,2,4,5,0,0,50.0,England,13th-Match,1384404
Dawid Malan,c Ibrahim Zadran b Mohammad Nabi,32,39,61,4,0,82.05,England,13th-Match,1384404
Joe Root,b Mujeeb Ur Rahman,11,17,23,2,0,64.7,England,13th-Match,1384404
Harry Brook,c Ikram Alikhil b Mujeeb Ur Rahman,66,61,123,7,1,108.19,England,13th-Match,1384404
Jos Buttler,b Naveen-ul-Haq,9,18,21,1,0,50.0,England,13th-Match,1384404
Liam Livingstone,lbw b Rashid Khan,10,14,15,1,0,71.42,England,13th-Match,1384404
Sam Curran,c Rahmat Shah b Mohammad Nabi,10,23,22,0,0,43.47,England,13th-Match,1384404
Chris Woakes,b Mujeeb Ur Rahman,9,26,21,1,0,34.61,England,13th-Match,1384404
Adil Rashid,c Mohammad Nabi b Rashid Khan,20,13,24,2,0,153.84,England,13th-Match,1384404
Mark Wood,b Rashid Khan,18,22,26,3,0,81.81,England,13th-Match,1384404
Reece Topley,not out,15,7,8,3,0,214.28,England,13th-Match,1384404
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Abdullah Shafique,lbw b Mohammed Siraj,20,24,39,3,0,83.33,Pakistan,12th-Match,1384403
Imam-ul-Haq,c Rahul b Pandya,36,38,64,6,0,94.73,Pakistan,12th-Match,1384403
Babar Azam,b Mohammed Siraj,50,58,89,7,0,86.2,Pakistan,12th-Match,1384403
Mohammad Rizwan,b Bumrah,49,69,89,7,0,71.01,Pakistan,12th-Match,1384403
Saud Shakeel,lbw b Kuldeep Yadav,6,10,12,0,0,60.0,Pakistan,12th-Match,1384403
Iftikhar Ahmed,b Kuldeep Yadav,4,4,2,1,0,100.0,Pakistan,12th-Match,1384403
Shadab Khan,b Bumrah,2,5,11,0,0,40.0,Pakistan,12th-Match,1384403
Mohammad Nawaz,c Bumrah b Pandya,4,14,25,0,0,28.57,Pakistan,12th-Match,1384403
Hasan Ali,c Shubman Gill b Jadeja,12,19,21,2,0,63.15,Pakistan,12th-Match,1384403
Shaheen Shah Afridi,not out,2,10,12,0,0,20.0,Pakistan,12th-Match,1384403
Haris Rauf,lbw b Jadeja,2,6,9,0,0,33.33,Pakistan,12th-Match,1384403
Rohit Sharma,c Iftikhar Ahmed b Shaheen Shah Afridi,86,63,91,6,6,136.5,India,12th-Match,1384403
Shubman Gill,c Shadab Khan b Shaheen Shah Afridi,16,11,11,4,0,145.45,India,12th-Match,1384403
Virat Kohli,c Mohammad Nawaz b Hasan Ali,16,18,31,3,0,88.88,India,12th-Match,1384403
Shreyas Iyer,not out,53,62,80,3,2,85.48,India,12th-Match,1384403
KL Rahul,not out,19,29,33,2,0,65.51,India,12th-Match,1384403
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Litton Das,c Henry b Boult,0,1,1,0,0,0.0,Bangladesh,11th-Match,1384402
Tanzid Hasan,c Conway b Ferguson,16,17,37,4,0,94.11,Bangladesh,11th-Match,1384402
Mehidy Hasan Miraz,c Henry b Ferguson,30,46,52,4,0,65.21,Bangladesh,11th-Match,1384402
Najmul Hossain Shanto,c Conway b Phillips,7,8,20,1,0,87.5,Bangladesh,11th-Match,1384402
Shakib Al Hasan,c Latham b Ferguson,40,51,75,3,2,78.43,Bangladesh,11th-Match,1384402
Mushfiqur Rahim,b Henry,66,75,93,6,2,88.0,Bangladesh,11th-Match,1384402
Towhid Hridoy,c Santner b Boult,13,25,30,0,0,52.0,Bangladesh,11th-Match,1384402
Mahmudullah,not out,41,49,58,2,2,83.67,Bangladesh,11th-Match,1384402
Taskin Ahmed,c Mitchell b Santner,17,19,25,0,2,89.47,Bangladesh,11th-Match,1384402
Mustafizur Rahman,c Latham b Henry,4,10,14,0,0,40.0,Bangladesh,11th-Match,1384402
Shoriful Islam,not out,2,3,9,0,0,66.66,Bangladesh,11th-Match,1384402
Devon Conway,lbw b Shakib Al Hasan,45,59,91,3,0,76.27,New Zealand,11th-Match,1384402
Rachin Ravindra,c Mushfiqur Rahim b Mustafizur Rahman,9,13,12,2,0,69.23,New Zealand,11th-Match,1384402
Kane Williamson,retired hurt,78,107,158,8,1,72.89,New Zealand,11th-Match,1384402
Daryl Mitchell,not out,89,67,103,6,4,132.83,New Zealand,11th-Match,1384402
Glenn Phillips,not out,16,11,22,1,1,145.45,New Zealand,11th-Match,1384402
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Quinton de Kock,b Maxwell,109,106,147,8,5,102.83,South Africa,10th-Match,1384401
Temba Bavuma,c Warner b Maxwell,35,55,84,2,0,63.63,South Africa,10th-Match,1384401
Rassie van der Dussen,c sub (SA Abbott) b Zampa,26,30,33,2,0,86.66,South Africa,10th-Match,1384401
Aiden Markram,c Hazlewood b Cummins,56,44,61,7,1,127.27,South Africa,10th-Match,1384401
Heinrich Klaasen,c Inglis b Hazlewood,29,27,40,3,0,107.4,South Africa,10th-Match,1384401
David Miller,b Starc,17,13,35,1,1,130.76,South Africa,10th-Match,1384401
Marco Jansen,c Warner b Starc,26,22,25,3,1,118.18,South Africa,10th-Match,1384401
Kagiso Rabada,not out,0,1,4,0,0,0.0,South Africa,10th-Match,1384401
Keshav Maharaj,not out,0,2,1,0,0,0.0,South Africa,10th-Match,1384401
Mitchell Marsh,c Bavuma b Jansen,7,15,27,0,0,46.66,Australia,10th-Match,1384401
David Warner,c van der Dussen b Ngidi,13,27,33,2,0,48.14,Australia,10th-Match,1384401
Steven Smith,lbw b Rabada,19,16,20,4,0,118.75,Australia,10th-Match,1384401
Marnus Labuschagne,c Bavuma b Maharaj,46,74,125,3,0,62.16,Australia,10th-Match,1384401
Josh Inglis,b Rabada,5,4,5,1,0,125.0,Australia,10th-Match,1384401
Glenn Maxwell,c & b Maharaj,3,17,17,0,0,17.64,Australia,10th-Match,1384401
Marcus Stoinis,c de Kock b Rabada,5,4,6,1,0,125.0,Australia,10th-Match,1384401
Mitchell Starc,c de Kock b Jansen,27,51,69,3,0,52.94,Australia,10th-Match,1384401
Pat Cummins,c Miller b Shamsi,22,21,29,4,0,104.76,Australia,10th-Match,1384401
Adam Zampa,not out,11,16,25,1,0,68.75,Australia,10th-Match,1384401
Josh Hazlewood,c Rabada b Shamsi,2,2,1,0,0,100.0,Australia,10th-Match,1384401
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Rahmanullah Gurbaz,c Thakur b Pandya,21,28,65,3,1,75.0,Afghanistan,9th-Match,1384400
Ibrahim Zadran,c Rahul b Bumrah,22,28,31,4,0,78.57,Afghanistan,9th-Match,1384400
Rahmat Shah,lbw b Thakur,16,22,37,3,0,72.72,Afghanistan,9th-Match,1384400
Hashmatullah Shahidi,lbw b Kuldeep Yadav,80,88,128,8,1,90.9,Afghanistan,9th-Match,1384400
Azmatullah Omarzai,b Pandya,62,69,82,2,4,89.85,Afghanistan,9th-Match,1384400
Mohammad Nabi,lbw b Bumrah,19,27,52,1,0,70.37,Afghanistan,9th-Match,1384400
Najibullah Zadran,c Kohli b Bumrah,2,8,6,0,0,25.0,Afghanistan,9th-Match,1384400
Rashid Khan,c Kuldeep Yadav b Bumrah,16,12,18,1,1,133.33,Afghanistan,9th-Match,1384400
Mujeeb Ur Rahman,not out,10,12,22,2,0,83.33,Afghanistan,9th-Match,1384400
Naveen-ul-Haq,not out,9,8,8,1,0,112.5,Afghanistan,9th-Match,1384400
Rohit Sharma,b Rashid Khan,131,84,111,16,5,155.95,India,9th-Match,1384400
Ishan Kishan,c Ibrahim Zadran b Rashid Khan,47,47,78,5,2,100.0,India,9th-Match,1384400
Virat Kohli,not out,55,56,64,6,0,98.21,India,9th-Match,1384400
Shreyas Iyer,not out,25,23,31,1,1,108.69,India,9th-Match,1384400
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Pathum Nissanka,c Abdullah Shafique b Shadab Khan,51,61,79,7,1,83.6,Sri Lanka,8th-Match,1384399
Kusal Perera,c Mohammad Rizwan b Hasan Ali,0,4,7,0,0,0.0,Sri Lanka,8th-Match,1384399
Kusal Mendis,c Imam-ul-Haq b Hasan Ali,122,77,124,14,6,158.44,Sri Lanka,8th-Match,1384399
Sadeera Samarawickrama,c Mohammad Rizwan b Hasan Ali,108,89,139,11,2,121.34,Sri Lanka,8th-Match,1384399
Charith Asalanka,c Mohammad Rizwan b Hasan Ali,1,3,5,0,0,33.33,Sri Lanka,8th-Match,1384399
Dhananjaya de Silva,c Shaheen Shah Afridi b Mohammad Nawaz,25,34,47,3,0,73.52,Sri Lanka,8th-Match,1384399
Dasun Shanaka,c Babar Azam b Shaheen Shah Afridi,12,18,23,0,0,66.66,Sri Lanka,8th-Match,1384399
Dunith Wellalage,c Abdullah Shafique b Haris Rauf,10,8,18,1,0,125.0,Sri Lanka,8th-Match,1384399
Maheesh Theekshana,b Haris Rauf,0,4,6,0,0,0.0,Sri Lanka,8th-Match,1384399
Matheesha Pathirana,not out,1,3,3,0,0,33.33,Sri Lanka,8th-Match,1384399
Abdullah Shafique,c sub (MADI Hemantha) b Pathirana,113,103,150,10,3,109.7,Pakistan,8th-Match,1384399
Imam-ul-Haq,c Perera b Madushanka,12,12,15,1,0,100.0,Pakistan,8th-Match,1384399
Babar Azam,c Samarawickrama b Madushanka,10,15,17,1,0,66.66,Pakistan,8th-Match,1384399
Mohammad Rizwan,not out,131,121,193,8,3,108.26,Pakistan,8th-Match,1384399
Saud Shakeel,c Wellalage b Theekshana,31,30,57,2,0,103.33,Pakistan,8th-Match,1384399
Iftikhar Ahmed,not out,22,10,18,4,0,220.0,Pakistan,8th-Match,1384399
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Jonny Bairstow,b Shakib Al Hasan,52,59,80,8,0,88.13,England,7th-Match,1384398
Dawid Malan,b Mahedi Hasan,140,107,106,16,5,130.84,England,7th-Match,1384398
Joe Root,c Mushfiqur Rahim b Shoriful Islam,82,68,107,8,1,120.58,England,7th-Match,1384398
Jos Buttler,b Shoriful Islam,20,10,11,1,1,200.0,England,7th-Match,1384398
Harry Brook,c Litton Das b Mahedi Hasan,20,15,23,3,0,133.33,England,7th-Match,1384398
Liam Livingstone,b Shoriful Islam,0,1,1,0,0,0.0,England,7th-Match,1384398
Sam Curran,c Najmul Hossain Shanto b Mahedi Hasan,11,15,20,1,0,73.33,England,7th-Match,1384398
Chris Woakes,c Mahedi Hasan b Taskin Ahmed,14,11,21,2,0,127.27,England,7th-Match,1384398
Adil Rashid,c Najmul Hossain Shanto b Mahedi Hasan,11,7,8,1,0,157.14,England,7th-Match,1384398
Mark Wood,not out,6,5,6,1,0,120.0,England,7th-Match,1384398
Reece Topley,not out,1,2,2,0,0,50.0,England,7th-Match,1384398
Litton Das,c Buttler b Woakes,76,66,99,7,2,115.15,Bangladesh,7th-Match,1384398
Tanzid Hasan,c Bairstow b Topley,1,2,7,0,0,50.0,Bangladesh,7th-Match,1384398
Najmul Hossain Shanto,c Livingstone b Topley,0,1,1,0,0,0.0,Bangladesh,7th-Match,1384398
Shakib Al Hasan,b Topley,1,9,16,0,0,11.11,Bangladesh,7th-Match,1384398
Mehidy Hasan Miraz,c Buttler b Woakes,8,7,12,1,0,114.28,Bangladesh,7th-Match,1384398
Mushfiqur Rahim,c Rashid b Topley,51,64,93,4,0,79.68,Bangladesh,7th-Match,1384398
Towhid Hridoy,c Buttler b Livingstone,39,61,70,2,0,63.93,Bangladesh,7th-Match,1384398
Mahedi Hasan,b Rashid,14,32,39,1,0,43.75,Bangladesh,7th-Match,1384398
Taskin Ahmed,b Curran,15,25,35,0,1,60.0,Bangladesh,7th-Match,1384398
Shoriful Islam,b Wood,12,14,17,2,0,85.71,Bangladesh,7th-Match,1384398
Mustafizur Rahman,not out,3,9,12,0,0,33.33,Bangladesh,7th-Match,1384398
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Devon Conway,c de Leede b van der Merwe,32,40,51,5,1,80.0,New Zealand,6th-Match,1384397
Will Young,c de Leede b van Meekeren,70,80,106,7,2,87.5,New Zealand,6th-Match,1384397
Rachin Ravindra,c Edwards b van der Merwe,51,51,87,3,1,100.0,New Zealand,6th-Match,1384397
Daryl Mitchell,b van Meekeren,48,47,67,5,2,102.12,New Zealand,6th-Match,1384397
Tom Latham,st Edwards b Dutt,53,46,72,6,1,115.21,New Zealand,6th-Match,1384397
Glenn Phillips,c Edwards b de Leede,4,4,6,1,0,100.0,New Zealand,6th-Match,1384397
Mark Chapman,c van der Merwe b Dutt,5,13,11,0,0,38.46,New Zealand,6th-Match,1384397
Mitchell Santner,not out,36,17,25,3,2,211.76,New Zealand,6th-Match,1384397
Matt Henry,not out,10,4,6,0,1,250.0,New Zealand,6th-Match,1384397
Vikramjit Singh,b Henry,12,20,22,1,0,60.0,Netherlands,6th-Match,1384397
Max O'Dowd,lbw b Santner,16,31,40,2,0,51.61,Netherlands,6th-Match,1384397
Colin Ackermann,c Henry b Santner,69,73,98,5,0,94.52,Netherlands,6th-Match,1384397
Bas de Leede,c Boult b Ravindra,18,25,21,3,0,72.0,Netherlands,6th-Match,1384397
Teja Nidamanuru,run out (Ferguson/Latham),21,26,28,2,1,80.76,Netherlands,6th-Match,1384397
Scott Edwards,c & b Santner,30,27,37,2,1,111.11,Netherlands,6th-Match,1384397
Sybrand Engelbrecht,c Conway b Henry,29,34,55,3,0,85.29,Netherlands,6th-Match,1384397
Roelof van der Merwe,c Henry b Santner,1,6,9,0,0,16.66,Netherlands,6th-Match,1384397
Ryan Klein,lbw b Santner,8,15,23,0,0,53.33,Netherlands,6th-Match,1384397
Aryan Dutt,b Henry,11,20,19,0,1,55.0,Netherlands,6th-Match,1384397
Paul van Meekeren,not out,4,3,5,1,0,133.33,Netherlands,6th-Match,1384397
